Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
4113,25.0,0.2859,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",영세 재단 보증 신용카드 온라인 가맹점 경기 신용 대출 단말기
4114,28.0,0.4302,"대비, 분기, 영업, 실적, 매출, 주가, 상승, 감소, 기준, 동기",중국 은행 베트남 법인 시중은행 격차 상반기 당기순이익 악화 시중
4115,18.0,0.4865,"오픈뱅킹, 계좌, 마이데이터, 조회, 앱, 이체, 금융결제원, 오픈, 데이터, 송금",은행 핀테크 데이터 뱅킹 오픈 계좌 출금 앱 시범 이체
4116,19.0,0.3439,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",리브 페이팔 페이스북 탈퇴 돈세탁 비자 카드 마스터 금지 협회
4117,0.0,0.3974,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",블록체인 디지털 국민은행 은행 프라이즈 행사 자산 엔터 서밋 밋
4118,21.0,0.3605,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",증권 플랫폼 네이버 혁신 디지털 미래에셋대우 카카오뱅크 스포츠서울 지분 주식
4119,21.0,0.2567,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",자산 미래에셋대우 조회 추천 송금 앱 연금 부동산 토탈 증권사
4120,29.0,0.5807,"협력사, 상생, 대금, 중소, 플러스, 협약, 동반성장, 코로나19, 납품, 부산",플랫폼 다날 산학 경희대 학교 상권 블록체인 대학 협약 예정
4121,21.0,0.2615,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",디지털 인력 자본 글로벌 연구원 위원 비중 혁신 채용 이효섭
4122,29.0,0.5301,"협력사, 상생, 대금, 중소, 플러스, 협약, 동반성장, 코로나19, 납품, 부산",블록체인 경희대 다날 플랫 학교 폼 플랫폼 산학 기부 대학
4123,29.0,0.6503,"협력사, 상생, 대금, 중소, 플러스, 협약, 동반성장, 코로나19, 납품, 부산",플랫폼 경희대 산학 다날 학교 협약 상권 예정 체결 상생
4124,29.0,0.3336,"협력사, 상생, 대금, 중소, 플러스, 협약, 동반성장, 코로나19, 납품, 부산",보증 재단 영세 경기 신용 대출 특별 신청 온라인 신용카드
4125,1.0,0.4436,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",카드 상품권 포인트 내년 연금 출시 온라인 가맹점 지정 금융위
4126,35.0,0.4458,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",카드 현대 상장 삼성카드 연구원 황 공모 상반기 지분 당시
4127,1.0,0.4437,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",카드 얼굴 혁신 연금 가맹점 출시 앱 내년 보이스 피싱
4128,32.0,0.4986,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",혁신 지정 심사 대출 샌드박스 핀테크 특례 카드 계좌 신용
4129,1.0,0.4303,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",송금 카드 수수료 신한 카드사 금액 국민카드 수취인 한경 은행
4130,22.0,0.2899,"모바일, 아시아, 뱅킹, 창, 동전, 눈, 고령, 기부, 소외, 금지",동전 적립 매장 카드 한은 홍보 계좌 감소 한국일보 분기
4131,22.0,0.3291,"모바일, 아시아, 뱅킹, 창, 동전, 눈, 고령, 기부, 소외, 금지",잔돈 보험 카드 핀테크 모바일 최소 금액 은행 보험료 주식
4132,32.0,0.5826,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",지정 혁신 핀테크 진입 증권 심사 카드 샌드박스 쇼핑몰 온라인
4133,23.0,0.2224,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",미래에셋대우 자산 글로벌 상반기 실적 종합 법인 연금 송금 디지털
4134,32.0,0.4603,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",지정 혁신 연금 심사 내년 계좌 위원회 카드 특례 모바일
4135,19.0,0.4125,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",화폐 발행 한국은행 권 제조 신용카드 비중 원권 김두관 발행액
4136,32.0,0.6279,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",혁신 핀테크 금융위 아이 유니콘 이날 글로벌 위원회 육성 리스크
4137,32.0,0.585,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",보험 핀테크 혁신 유니콘 전담 팀 내년 샌드박스 금융위 대출
4138,21.0,0.5147,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",상거래 플랫폼 빌더 웹 비즈 빅데이터 예정 첨단 핀테크 제작
4139,32.0,0.6343,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",핀테크 보험 유니콘 가입 글로벌 대출 소액 금융위 내년 특례
4140,5.0,0.4255,"교수, 주제, 위원, 개최, 포럼, 세미나, 센터, 강조, 김, 연구원",한경 암호화폐 닷컴 통화 기축 거래소 디지털 화폐 회장 포럼
4141,19.0,0.5045,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",한경 화폐 중앙은행 디지털 닷컴 전문 박 역 사진 한국은행
4142,32.0,0.7535,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",핀테크 혁신 현장 팀 보험 전담 샌드박스 유니콘 글로벌 대출
4143,32.0,0.6917,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",핀테크 팀 전담 혁신 샌드박스 부위원장 손병두 위원회 대출 지급결제
4144,19.0,0.4793,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",리브 한국은행 암호화폐 박 전문 역 화폐 리 코인 완전
4145,32.0,0.4265,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",대출 판매 조선일보 혁신 핀테크 금융위 온라인 뱅크 중국 데이터
4146,19.0,0.3846,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",암호화폐 중국 리브 페이스북 통화 리 발행 계획 프로젝트 출시
4147,1.0,0.4261,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",카드 마스터 지문 신용 트랙 플랫폼 지급결제 신문 내년 표준
4148,33.0,0.4371,"통화, 금리, 총재, 한국은행, 물가, 한은, 경기, 완화, 코로나19, 중앙은행",금리 자산 마이너스 감소 화폐 인구 수지 균형 임대 은행
4149,1.0,0.4908,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",카드 얼굴 신한 상품권 환전 항공사 페이스 혁신 페이 내년
4150,32.0,0.6276,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",보험 가입 핀테크 혁신 유니콘 뱅크 보험금 레모네이드 에이콘 완화
4151,0.0,0.3675,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",디지털 신원 증명 인증 은행 블록체인 공공 본인 필자 보안
4152,11.0,0.3797,"송금, 뱅크, 카카오뱅크, 인터넷전문은행, 인터넷, 환전, 케이, 수수료, 대출, 외환",은행 예비 신청 뱅크 스마트 노컷뉴스 주주 심사 파밀리아 금융위
4153,5.0,0.3369,"교수, 주제, 위원, 개최, 포럼, 세미나, 센터, 강조, 김, 연구원",은행 오픈뱅킹 교수 플랫폼 경영 실장 계좌 핀테크 치열 강조
4154,18.0,0.7309,"오픈뱅킹, 계좌, 마이데이터, 조회, 앱, 이체, 금융결제원, 오픈, 데이터, 송금",은행 오픈뱅킹 핀테크 계좌 조회 앱 송금 타행 시범 혁신
4155,7.0,0.4822,"개정안, 금융위, 한은, 전금법, 국회, 청산, 빅테크, 법안, 위원회, 금융결제원",코리아 한국은행 위원회 국회 짜리 허브 무단 립 전재 지폐
4156,35.0,0.5105,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",카드 현대 상장 트 회수 입찰 파트 너스 요청서 발송
4157,9.0,0.4824,"대출, 신용, 금리, 담보, 예금, 보증, 이자, 등급, 한도, 자산",보증 대출 재단 신용 연매출 동아일보 경기 영세 등급 온라인
4158,9.0,0.3274,"대출, 신용, 금리, 담보, 예금, 보증, 이자, 등급, 한도, 자산",영세 경기 온라인 보증 재단 카드 신용 가맹점 조선일보 대출
4159,25.0,0.3421,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",영세 재단 보증 경기 온라인 대출 신용카드 카드 신용 공헌
4160,9.0,0.3602,"대출, 신용, 금리, 담보, 예금, 보증, 이자, 등급, 한도, 자산",보증 재단 영세 대출 온라인 신용 금리 기기 경기 키오스
4161,1.0,0.625,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",카드 포인트 혁신 신한 가맹점 위원회 지급결제 얼굴 스마트폰 선정
4162,11.0,0.2881,"송금, 뱅크, 카카오뱅크, 인터넷전문은행, 인터넷, 환전, 케이, 수수료, 대출, 외환",은행 인터넷 교수 대주주 네이버 싱가포르 인터넷전문은행 진출 인가 전력
4163,20.0,0.4431,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",유럽 핀테크 문화 혁신 생태 독일 스타트업 치열 무역 성공
4164,20.0,0.5019,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",카드 베트남 신한 현지 파이낸스 롯데 은행 디지털 인도네시아 영업
4165,20.0,0.2575,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",회장 박 호텔 중국 운용 글로벌 미래에셋대우 인수 펀드 자산
4166,9.0,0.334,"대출, 신용, 금리, 담보, 예금, 보증, 이자, 등급, 한도, 자산",보증 온라인 대출 금리 재단 신문 단말기 신용 계획 경기
4167,21.0,0.3836,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",디지털 통합 계획 플랫폼 은행 농협은행 지급결제 데이터 데일리 니즈
4168,3.0,0.1991,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",카드 근무 혁신 직원 트 출퇴근 신한 반복 카드사 프로그램
4169,20.0,0.4225,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",아르메니아 금융결제원 지급결제 각서 양해 체결 아이 수출 통신 흥원
4170,28.0,0.3247,"대비, 분기, 영업, 실적, 매출, 주가, 상승, 감소, 기준, 동기",증시 설정 무역 단기 액 상승 협상 서명식 금리 연구원
4171,0.0,0.4312,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",디지털 블록체인 바우처 계획 부산은행 발행 구현 송금 연동 수립
4172,35.0,0.5629,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",카카오뱅크 핀테크 카카오 투증 플랫폼 네이버 미래에셋대우 계좌 네이버파이낸셜 지분
4173,20.0,0.5108,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",아르메니아 금융결제원 각서 양해 중앙은행 체결 지급결제 수출 스위치 흥
4174,21.0,0.4191,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",카드 카드사 데이터 수수료 핀테크 신용카드 역량 한계 가맹점 모색
4175,21.0,0.4396,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",카드사 카드 데이터 수수료 신용카드 핀테크 기사 역량 자본 디지털
4176,3.0,0.247,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",코스터 앤 링크 피 스마트 안심 최영옥 차별 카드 장인석
4177,24.0,0.659,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",엑스 펀디 암호화폐 니코 옵션 코인 파트너 다이 프로 아시아
4178,14.0,0.4771,"토스, 비바리퍼블리카, 온라인, 토스페이먼츠, 사, 토스뱅크, 가맹점, 플러스, 네이버, 보험",페이 케이에스 레터 브릿지 컨소시엄 스톤 인수 점유 매각 게임
4179,18.0,0.5065,"오픈뱅킹, 계좌, 마이데이터, 조회, 앱, 이체, 금융결제원, 오픈, 데이터, 송금",증권사 오픈뱅킹 은행 결제망 아이 계좌 내년 지급결제 위원회 금결원
4180,3.0,0.3485,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",디지털 핑안 보험 혁신 앱 굿 닥터 은행 병원 환자
4181,20.0,0.5634,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",아세안 은행 현지 진출 대출 영업 미얀마 대비 비중 베트남
4182,20.0,0.59,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",은행 아세안 베트남 현지 진출 법인 자산 영업 설립 인수
4183,28.0,0.8677,"대비, 분기, 영업, 실적, 매출, 주가, 상승, 감소, 기준, 동기",영업 분기 매출 한경 가맹점 실적 사이버 연구원 닷컴 온라인
4184,25.0,0.4116,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",카드 수수료 실적 카드사 인하 사 순익 누적 분기 가맹점
4185,35.0,0.3336,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",라인 블록체인 암호화폐 네이버 소프트 뱅크 수수료 통합 양사 테크
4186,25.0,0.5403,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",수수료 감소 작년 인하 분기 카드 카드사 순수익 대비 순익
4187,20.0,0.2504,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",핀테크 중국 벤처 징 자본 상위 송금 글로벌 리딩 모바일
4188,25.0,0.5732,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",수수료 감소 작년 분기 인하 카드사 카드 대비 순수익 밴
4189,20.0,0.4212,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",싱가포르 엠 원투 핀테크 플랫폼 글로벌 스마트 로열티 관심 마케팅
4190,25.0,0.3163,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",카드 현대 삼성카드 악화 대비 기준 동기 회원 대출 분기
4191,35.0,0.5121,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",인수 기사 레터 페이 케이에스 컨소시엄 스톤 브릿지 인사이트 게재
4192,22.0,0.3697,"모바일, 아시아, 뱅킹, 창, 동전, 눈, 고령, 기부, 소외, 금지",동전 카드 원화 잔액 시중 주화 한은 회수 상태 역대
4193,27.0,0.3703,"위원장, 혁신, 원장, 간담회, 강조, 데일리안, 김, 회장, 이날, 금감원",혁신 부원장 수석 신문 유광열 자세 금융당국 양자 통신 개혁
4194,0.0,0.3825,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",블록체인 라인 카카오 노무라 클레이튼 그라운드 모바일 커 메신저 암호화폐
4195,18.0,0.6584,"오픈뱅킹, 계좌, 마이데이터, 조회, 앱, 이체, 금융결제원, 오픈, 데이터, 송금",은행 오픈뱅킹 계좌 이체 조회 앱 타행 오픈 환전 쏠
4196,20.0,0.2504,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",핀테크 중국 자본 선정 벤처 기사 차지 글로벌 디지털 상위
4197,21.0,0.2693,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",수주 커머스 비즈 쇼핑몰 플랫폼 통합 프로젝트 조세일보 온 회원
4198,25.0,0.4357,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",수수료 카드 카드사 가맹점 분기 적자 실적 상반기 영업 인하
4199,22.0,0.3378,"모바일, 아시아, 뱅킹, 창, 동전, 눈, 고령, 기부, 소외, 금지",보안 라벨 화폐 조폐공사 위변 의류 제조 상품권 연간 제품
4200,22.0,0.388,"모바일, 아시아, 뱅킹, 창, 동전, 눈, 고령, 기부, 소외, 금지",무늬 임원식 조폐공사 가짜 오늘 설 재테크 상공 한국조폐공사 동반성장
4201,21.0,0.3081,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",디지털 계좌 개설 증권 주식 앱 모바일 인증 삼성증권 자산관리
4202,22.0,0.5444,"모바일, 아시아, 뱅킹, 창, 동전, 눈, 고령, 기부, 소외, 금지",보안 라벨 조폐공사 물질 자석 감지기 온라인 명회 면섬유 해킹
4203,22.0,0.5225,"모바일, 아시아, 뱅킹, 창, 동전, 눈, 고령, 기부, 소외, 금지",보안 라벨 조폐공사 물질 의류 스마트폰 갈이 진품 설 짝퉁
4204,31.0,0.3316,"온라인, 아마존, 쇼핑몰, 롯데, 유통, 쇼핑, 판매, 오픈마켓, 오프라인, 커머스",카드 할인 시 블랙 달 프라이데이 온라인 카드사 아마존 직구
4205,5.0,0.2719,"교수, 주제, 위원, 개최, 포럼, 세미나, 센터, 강조, 김, 연구원",핀테크 혁신 디지털 신문 오픈뱅킹 콘퍼런스 데이터3법 클라우드 보안 통과
4206,1.0,0.3535,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",페이 글로벌 은행 앱 통합 발굴 번가 오프라인 모바일 예정
4207,9.0,0.3925,"대출, 신용, 금리, 담보, 예금, 보증, 이자, 등급, 한도, 자산",신탁 은행 대출 판매 위원장 대책 신용 동산 금융위 펀드
4208,9.0,0.5959,"대출, 신용, 금리, 담보, 예금, 보증, 이자, 등급, 한도, 자산",동산 담보 대출 신용 혁신 은행 팝 펀딩 여신 금융위
4209,9.0,0.6913,"대출, 신용, 금리, 담보, 예금, 보증, 이자, 등급, 한도, 자산",동산 담보 대출 재고 혁신 은행 자산 펀딩 팝 신용
4210,18.0,0.7347,"오픈뱅킹, 계좌, 마이데이터, 조회, 앱, 이체, 금융결제원, 오픈, 데이터, 송금",오픈뱅킹 은행 계좌 잔액 이체 페이 시범 신한은행 시행 조회
4211,9.0,0.6181,"대출, 신용, 금리, 담보, 예금, 보증, 이자, 등급, 한도, 자산",동산 담보 신용 혁신 기술력 등급 내년 통합 금융위 대출
4212,9.0,0.6956,"대출, 신용, 금리, 담보, 예금, 보증, 이자, 등급, 한도, 자산",동산 여신 혁신 신용 지수 상거래 위원장 대출 은행 담보
4213,22.0,0.8786,"모바일, 아시아, 뱅킹, 창, 동전, 눈, 고령, 기부, 소외, 금지",유통 수명 은행 권 만원 화폐 천원 빈도 한국은행 권종
4214,3.0,0.4528,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",카드 장례비 프리미엄 펫 케어 카드사 반려 경영 단종 보상
4215,0.0,0.3737,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",블록체인 라인 카카오 노무라 클레이튼 그라운드 암호화폐 모바일 모색 토큰
4216,20.0,0.6429,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",장관 캄보디아 양국 억불 농업 캄 회담 조약 협정 아세안
4217,3.0,0.4396,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",카드 카드사 케어 장례비 펫 프리미엄 토 타임스 호실 포
4218,3.0,0.2301,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",카드 여행 분기 해외여행 제작 대비 소비 수요 카드사 트립
4219,28.0,0.4695,"대비, 분기, 영업, 실적, 매출, 주가, 상승, 감소, 기준, 동기",카드 분기 순이익 카드사 대비 점포 영업 현대 실적 기간
4220,1.0,0.2912,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",모바일 인증 플랫폼 플러스 은행 애플리케이션 비중 글로벌 숙박 트
4221,34.0,0.3501,"빅테크, 네이버, 플랫폼, 금융사, 진출, 후불결제, 계좌, 네이버파이낸셜, 동일, 전자금융거래법",은행 아마존 플랫폼 빅테크 대출 중개 금융사 신용 빅데이터 예금
4222,15.0,0.4302,"클라우드, 보안, 데이터, 데일리, 쿠콘, 글로벌, 차세대, 센터, 통합, 플랫폼",회계 차세대 신문 인력 별도 정보국 개편 본부 프로젝트 한국은행
4223,19.0,0.5651,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",화폐 디지털 중국 인민은행 블록체인 출시 발행 가상화폐 페이스북 중앙은행
4224,10.0,0.1616,"돈, 거, 얘기, 주도, 인터넷, 결국, 고민, 교수, 실제, 과거",핀테크 은행 중국 플랫폼 제조 판매 파트너 분리 사 다각
4225,1.0,0.2547,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",카드 신용 모바일 데이터 공공 화폐 상위 지갑 금융사 자문단
4226,25.0,0.2547,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",카드 카드사 마케팅 코세 연말 현대 무이자 이벤트 온라인 이달
4227,33.0,0.5007,"통화, 금리, 총재, 한국은행, 물가, 한은, 경기, 완화, 코로나19, 중앙은행",대출 물가 달 가계 주간 공개 아파트 계획 총재 하락
4228,15.0,0.4595,"클라우드, 보안, 데이터, 데일리, 쿠콘, 글로벌, 차세대, 센터, 통합, 플랫폼",웹 뱅크 인하 연동 시 우스 디지털 이사 은행 데일리
4229,28.0,0.6619,"대비, 분기, 영업, 실적, 매출, 주가, 상승, 감소, 기준, 동기",매출 분기 콘텐츠 실적 연구원 보드 광고 적자 한경 카카오톡
4230,27.0,0.4245,"위원장, 혁신, 원장, 간담회, 강조, 데일리안, 김, 회장, 이날, 금감원",보안 혁신 핀테크 디지털 리스크 차원 모색 클라우드 컨퍼런스 고민
4231,1.0,0.3147,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",카드 토스 핀테크 신용카드 신용 플랫폼 카드사 맞춤 수수료 애플
4232,10.0,0.3983,"돈, 거, 얘기, 주도, 인터넷, 결국, 고민, 교수, 실제, 과거",핀테크 혁신 한국일보 송금 혁명 급속 비약 클릭 노 이벤트
4233,10.0,0.2303,"돈, 거, 얘기, 주도, 인터넷, 결국, 고민, 교수, 실제, 과거",은행 핀테크 신문 유병연 빅테크 씨티 대출 최초 부장 혁신
4234,30.0,0.2643,"대비, 금액, 신용, 체크카드, 평균, 액, 건수, 하루, 감소, 모바일",선호 지급결제 신문 가맹점 모바일 인터넷 카드 오프라인 전용 위치
4235,10.0,0.257,"돈, 거, 얘기, 주도, 인터넷, 결국, 고민, 교수, 실제, 과거",디지털 돈 위안 중국 은행 중앙은행 화폐 발행 대신 온라인
4236,18.0,0.6428,"오픈뱅킹, 계좌, 마이데이터, 조회, 앱, 이체, 금융결제원, 오픈, 데이터, 송금",오픈뱅킹 은행 시중은행 송금 혁신 기준 신문 시행 오류 계좌
4237,15.0,0.438,"클라우드, 보안, 데이터, 데일리, 쿠콘, 글로벌, 차세대, 센터, 통합, 플랫폼",차세대 한국은행 데이터 신문 단장 프로젝트 김지수 메인프레임 전산 지급결제
4238,20.0,0.5821,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",캄보디아 양국 팝 교류 인기 현지 파트너 트 우호 선수
4239,1.0,0.507,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",카드 플랫폼 핀테크 토스 카드사 네이버 마케팅 포인트 달 앱
4240,16.0,0.549,"한국은행, 한은, 언론, 공감, 금지, 중앙은행, 리스크, 통신사, 총재, 금융망",증권 테스트 블록체인 한국은행 디지털 대금 신문 예탁 스위스 한은
4241,32.0,0.341,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",보험 저축 청구 은행 의료 보험금 오픈뱅킹 손 가입 계좌
4242,25.0,0.5106,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",카드사 수수료 실적 카드 인하 분기 정훈 압박 본업 이야기
4243,5.0,0.2742,"교수, 주제, 위원, 개최, 포럼, 세미나, 센터, 강조, 김, 연구원",핀테크 블록체인 알리바바 디지털 센터 차장 금융업 한국인터넷진흥원 세미나 강조
4244,22.0,0.2847,"모바일, 아시아, 뱅킹, 창, 동전, 눈, 고령, 기부, 소외, 금지",기부 스마트 드림 노컷뉴스 이사 행사 상생 단말기 프로젝트 설치
4245,32.0,0.3251,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",핀테크 스타트업 융합 육성 보험 진출 혁신 테크 새 금액
4246,25.0,0.3174,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",수수료 카카오페이 제로페이 가맹점 홍보 자영업자 협의회 채 회견 유료
4247,3.0,0.3808,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",카드 다이너스 클럽 현대 종료 발급 합의 양사 조건 내국인
4248,25.0,0.314,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",카드사 신용 국세청 예산 보조금 부담 징수 금액 부가가치세 전가
4249,6.0,0.2979,"중국, 위안, 알리바바, 구글, 알리페이, 앱, 애플, 위챗, 위안화, 인민은행",구글 계좌 페이 은행 애플 페이스북 우버 공룡 아마존 카드
4250,20.0,0.4795,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",모바일 휴먼 플러스 플랫폼 글로벌 트 박지혜 사진 유럽 월렛
4251,25.0,0.4679,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",카드 자산 카드사 할부 수수료 리스 가맹점 실적 신용 다각화
4252,21.0,0.2539,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",혁신 카드사 카드 빅데이터 아시아 지급결제 허용 회장 완화 김
4253,35.0,0.4449,"네이버, 상장, 카카오페이, 카카오, 인수, 증권, 지분, 주식, 설립, 합병",야후 페이페이 재팬 소프트 뱅크 라인 알리바바 엔 인터넷 홀딩스
4254,27.0,0.4098,"위원장, 혁신, 원장, 간담회, 강조, 데일리안, 김, 회장, 이날, 금감원",지급결제 카드 레버리지 완화 회장 수수료 핀테크 김 인하 카드사
4255,25.0,0.4591,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",카드사 핀테크 신용 카드 단말기 사 지급결제 회장 주도 마케팅
