Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
4535,26.0,0.4371,"오픈뱅킹, 계좌, 보안, 오픈, 금융결제원, 조회, 이체, 데일리, 앱, 뱅킹",망 핀테크 금융결제원 오픈뱅킹 은행 법 작업 개정안 당정 별도
4536,11.0,0.5343,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",적자 하락 코로나19 수출 무역 재산 교역 심리 반영 조건
4537,11.0,0.7154,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",김경은 총재 무역 한국은행 지급결제 화상 발간 종합 금 장관
4538,13.0,0.5467,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",온라인 매출액 코로나19 결제액 사이버 연구원 분기 대비 사태 영업
4539,15.0,0.902,"오전, 시, 장관, 차관, 국회, 산업부, 개최, 농식품부, 환경부, 청사",오전 시 청사 산업부 코로나19 조정 세종 국무 정부세종청사 홍남기
4540,30.0,0.491,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",픽션 블록체인 콘텐츠 플랫폼 창작자 네트워크 창작 후원 토큰 정산
4541,16.0,0.4756,"송금, 환전, 계좌, 대금, 수수료, 금액, 외환, 소액, 충전, 외화",일평균 송금 대금 건수 금액 전자금융업자 페이 실적 대비 토스
4542,1.0,0.3391,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",중국 코로나19 회복 블룸버그 중소기업 재개 사진 복귀 수요 경기
4543,19.0,0.2365,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",혁신 보험 은행 빅데이터 데이터 저축 극복 손해 코로나19 맞춤
4544,19.0,0.5884,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",디지털 카드 혁신 국민카드 신용카드 전사 포인트 가맹점 메인 발굴
4545,3.0,0.4603,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",삼성 물류 글로벌 플랫폼 센터 혁신 대외 디지털 경영 티
4546,3.0,0.4239,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",블록체인 패브릭 디지털 하이퍼레저 화폐 출원 중앙은행 특허 출시 발행
4547,33.0,0.2576,"네이버, 카카오페이, 카카오, 페이, 플랫폼, 인수, 진출, 네이버파이낸셜, 자회사, 계열사",언택트 금리 코로나19 금융사 연구원 삼성증권 김성훈 카카오 심화 김
4548,31.0,0.3591,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",디지털 원격 의료 세상 온라인 사태 코로나19 교육 바이러스 인터넷
4549,5.0,0.4071,"코로나19, 배달, 코로나, 신종, 감염증, 코로나바이러스, 소비, 사태, 온라인, 앱",경북 코로나19 의료진 대구 어려움 플러스 건강 협력사 디스플레이 구미
4550,9.0,0.3799,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",사 핀테크 입주 랩 진출 베트남 시 설립 싱가포르 층
4551,19.0,0.5424,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",카드 신한 디지털 셀 혁신 통합 홈페이지 애자일 모바일 판
4552,25.0,0.4282,"온라인, 쇼핑몰, 유통, 롯데, 판매, 쇼핑, 아마존, 오픈마켓, 커머스, 오프라인",온라인 쇼핑 유통 이마트 신세계 닷컴 롯데 전기차 페이 주총
4553,2.0,0.533,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",상거래 신보 신용 덱스 페이 데일리안 지수 계획 금융위 안건
4554,2.0,0.4414,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",신용 상거래 덱스 페이 위원회 매출 실적 신보 아시아 지수
4555,2.0,0.6475,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",상거래 신용 신보 보증 지수 허가 플랫폼 신용도 출망 매
4556,2.0,0.6936,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",상거래 신용 보증 지수 신용보증기금 소상공인 중소기업 신용도 빅데이터 등급
4557,9.0,0.5083,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",핀테크 진출 랩 입주 프로그램 사 서울시 글로벌 대출 성과
4558,9.0,0.4367,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",핀테크 랩 사 서울시 입주 진출 글로벌 벤처 여의도 유치
4559,19.0,0.4849,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",쿠콘 카드 닷넷 홈 신문 페이 플랫폼 마이데이터 모바일 마이페이먼트
4560,7.0,0.5902,"암호화폐, 코인, 블록체인, 거래소, 토큰, 화폐, 발행, 프로젝트, 썸, 빗",백트 디지털 앱 자산 암호화폐 유치 마이크 거래소 스타벅스 코인
4561,0.0,0.3338,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",혁신 스타트업 계획 코로나19 제출 플랜 신문 샌드박스 비상 재해
4562,11.0,0.2901,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",수요 코로나19 은행 환율 자산 위험 폭락 헤지 급증 코로나
4563,2.0,0.4953,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",협력사 조기 코로나 무이자 극복 도움 마련 지체 농협 상금
4564,21.0,0.7677,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",삼성카드 이사 부사장 김 취임 경영 인사 임기 추천 후보
4565,16.0,0.4225,"송금, 환전, 계좌, 대금, 수수료, 금액, 외환, 소액, 충전, 외화",송금 금액 대비 건수 일평균 페이 대금 토스 온라인 정산
4566,13.0,0.4366,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",온라인 대비 코로나19 상향 실적 조정 소비 영업 중국 전날
4567,16.0,0.5446,"송금, 환전, 계좌, 대금, 수수료, 금액, 외환, 소액, 충전, 외화",건수 카카오페이 송금 토스 경향신문 금액 하루 평균 용액 선불금
4568,8.0,0.2743,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",디지털 카드 매장 신용 스웨덴 금액 송금 키오스 지폐 고령
4569,18.0,0.5327,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",디지털 발행 화폐 한은 연준 통화 원화 중앙은행 위상 전담
4570,18.0,0.6592,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",발행 디지털 화폐 지급결제 테스트 소액결제 섬 모바일 선진국 은행
4571,9.0,0.3281,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",페이 민트 핀테크 수수료 트래픽 학원 선생 은행 카드 도움
4572,6.0,0.3597,"빅테크, 플랫폼, 네이버, 금융사, 계좌, 신용, 후불결제, 진출, 허용, 전자금융거래법",마이페이먼트 금융사 핀테크 은행 수수료 송금 지급결제 신문 카드사 진입
4573,3.0,0.3428,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",클라우드 디지털 포메이션 트랜스 삼성 지분 아이 생명 계획 컨설팅
4574,1.0,0.3368,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",디지털 위안 화폐 중국 발행 통화 은행 특허 인민은행 중앙은행
4575,18.0,0.5004,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",유로 디지털 발행 화폐 리브 외환 입지 엔 모드 프랑스
4576,26.0,0.2573,"오픈뱅킹, 계좌, 보안, 오픈, 금융결제원, 조회, 이체, 데일리, 앱, 뱅킹",은행 오픈뱅킹 마이데이터 핀 디지털 라이선스 셈 데일리 권영탁 핀테크
4577,27.0,0.3292,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",이벤트 금액 외화 농협은행 달성 코로나19 누적 캐시 추첨 가입
4578,25.0,0.3252,"온라인, 쇼핑몰, 유통, 롯데, 판매, 쇼핑, 아마존, 오픈마켓, 커머스, 오프라인",소상공인 기획 판매 제품 온라인 플랫폼 홍보 수수료 할인 부
4579,11.0,0.33,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",증권 재정 한은 발행 상환 아시아 한국은행 잔액 금융중개지원대출 김은별
4580,3.0,0.7446,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",블록체인 삼성 유니버설 넥 청구 플랫폼 보험 네트워크 손 보험금
4581,25.0,0.5274,"온라인, 쇼핑몰, 유통, 롯데, 판매, 쇼핑, 아마존, 오픈마켓, 커머스, 오프라인",롯데 첨단 쇼핑 점포 롯데슈퍼 복합 주상 건설 부지 광주
4582,21.0,0.4921,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",강미선 디지털 역량 카드 본업 메시지 대한민국 종합 실장 사내
4583,18.0,0.7768,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",디지털 한은 화폐 전담 팀 비상시 유통 저작권자 체제 손철
4584,18.0,0.716,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",디지털 한은 화폐 중앙은행 계획 발행 신설 전담 유통 비상시
4585,21.0,0.5719,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",카드 플랫폼 이동면 비씨 사진 역량 디지털 이사 종합 본업
4586,8.0,0.3692,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",송금 디지털 모바일 화폐 신문 카드 금액 뱅킹 은행 신용
4587,18.0,0.6122,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",디지털 지급결제 화폐 전담 한은 은행 신설 지난달 중앙은행 상반기
4588,18.0,0.3429,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",유통 한국은행 계층 지급결제 감소 장애 소외 종합 마련 한은
4589,18.0,0.6672,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",디지털 화폐 한은 중앙은행 비상시 유통 발행 계획 크로나 지난달
4590,8.0,0.6773,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",뱅킹 인터넷전문은행 은행 모바일 한국은행 선호도 선호 조선일보 경험 지급결제
4591,0.0,0.3289,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",한은 계층 지급결제 취약 여부 통계 소외 세분 마련 장애
4592,13.0,0.4266,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",한진 반 칼 개학 온라인 건설 실적 교육 반도체 소식
4593,2.0,0.6029,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",플러스 협력사 코로나19 광고 중소 긴급 수칙 어려움 대리점 대금
4594,25.0,0.2823,"온라인, 쇼핑몰, 유통, 롯데, 판매, 쇼핑, 아마존, 오픈마켓, 커머스, 오프라인",신세계 이마트 안건 온라인 페이 이사 충전 사내 신사업 선임
4595,13.0,0.6549,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",사이버 코로나19 대비 배달 실적 기준 영업 수혜 주가 커머스
4596,18.0,0.3593,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",은행 지폐 시중 중앙은행 코로나19 러시아 지시 소독 권고 보관
4597,8.0,0.5599,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",평균 하루 건수 송금 용액 코로나19 번호 스마트폰 뱅킹 소셜
4598,12.0,0.3166,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",은행 디지털 대출 중국 핀테크 모바일 인터넷 예산 온라인 위안
4599,18.0,0.4448,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",디지털 중국 발행 화폐 위안 코로나 인민은행 유통 중앙은행 허브
4600,13.0,0.4484,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",카카오 카카오페이 증권 하락 보험 테크 시가총액 증권가 지주사 핀
4601,8.0,0.8767,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 액 신용 체크카드 금액 상거래 종합 코로나19 처음 신용카드
4602,8.0,0.9592,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 액 체크카드 신용 종합 상거래 실적 평균 하루 신용카드
4603,8.0,0.9603,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 체크카드 액 신용카드 평균 하루 신용 집계 한국은행 온라인
4604,8.0,0.8906,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",일평균 대비 결제액 카드 액 뱅킹 이체 결제금 금액 계좌
4605,8.0,0.9807,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 대비 일평균 신용 금액 체크카드 액 결제금 수표 소액
4606,8.0,0.9724,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 일평균 실적 금액 신용 신용카드 체크카드 어음 수표 증가세
4607,3.0,0.2203,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",삼성전자 행사 코로나19 제품 온라인 취소 삼성 중국 베트남 메모리
4608,7.0,0.8144,"암호화폐, 코인, 블록체인, 거래소, 토큰, 화폐, 발행, 프로젝트, 썸, 빗",코인 리플 스테이블 발행 거래량 유동 원장 현금화 거래소 토큰
4609,3.0,0.8632,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",크레 락스 삼성 지급결제 플랫폼 블록체인 블 로터 회계 넥
4610,3.0,0.4295,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",크레 삼성 락스 유럽 협약 문화일보 발굴 전재 로템 자리
4611,5.0,0.3256,"코로나19, 배달, 코로나, 신종, 감염증, 코로나바이러스, 소비, 사태, 온라인, 앱",푸드 추경 주식 김태완 대한전선 케어 코로나 삼성 직원 스냅
4612,3.0,0.8481,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",삼성 락스 크레 지급결제 플랫폼 이스라엘 블록체인 유럽 웍스 티
4613,3.0,0.8262,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",크레 락스 삼성 지급결제 플랫폼 유럽 블록체인 디지털 클릭 협약
4614,8.0,0.9292,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 액 체크카드 신용 상거래 종합 하루 평균 신용카드 편의점
4615,3.0,0.7784,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",크레 삼성 락스 지급결제 플랫폼 유럽 이스라엘 핀테크 홍원표 회계
4616,3.0,0.3566,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",삼성 크레 락스 협약 클릭 체결 이스라엘 한반도 제보 프리미엄
4617,3.0,0.7264,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",삼성 락스 플랫폼 크레 지급결제 블록체인 유럽 브리 이스라엘 티
4618,3.0,0.866,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",삼성 락스 크레 블록체인 플랫폼 지급결제 유럽 협약 체결 사진
4619,13.0,0.3272,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",카카오페이 증권 수수료 증권업 아시아 케이프 이민우 호재 후드 주식
4620,0.0,0.3689,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",은행 금융위 대출 카드 주말 가계 플랫폼 혁신 보험업 저축
4621,0.0,0.2141,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",보험 대출 은행 카드 플랫폼 주말 혁신 금융당국 부담 액
4622,27.0,0.552,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",마일리지 시 가입자 출석 할인 이벤트 추천인 체크 가입 앱
4623,2.0,0.4789,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",대출 주말 대금 카드 가맹점 신청 목 영세 승인 카드사
4624,6.0,0.221,"빅테크, 플랫폼, 네이버, 금융사, 계좌, 신용, 후불결제, 진출, 허용, 전자금융거래법",보험 대출 카드 은행 플랫폼 주말 의료 보험료 금융당국 부담
4625,5.0,0.4704,"코로나19, 배달, 코로나, 신종, 감염증, 코로나바이러스, 소비, 사태, 온라인, 앱",온라인 카드 코로나19 액 앱 승인 신용 오프라인 대비 접촉
4626,15.0,0.8899,"오전, 시, 장관, 차관, 국회, 산업부, 개최, 농식품부, 환경부, 청사",오전 시 국회 장관 산업부 세종 공정위 청사 부총리 위원장
4627,19.0,0.5002,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",쿠콘 데이터 상장 시 웹 스타트업 핀테크 실적 토스 영업
4628,32.0,0.3319,"제로페이, 소상공인, 후보, 서울시, 지방, 북한, 박, 공약, 공공, 부산",상가 제로페이 시 부산 페이 안심 백 임대료 건물 이벤트
4629,3.0,0.8057,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",락스 크레 삼성 플랫폼 블록체인 유럽 이스라엘 웍스 유니버설 넥
4630,8.0,0.9776,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 액 체크카드 신용 결제액 신문 쇼핑 상거래 종합 하루
4631,19.0,0.4927,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",쿠콘 데이터 상장 시 웹 핀테크 스타트업 토스 실적 법
4632,2.0,0.7475,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",플러스 협력사 중소 보험 발행 펀드 대금 코로나19 마련 대구
4633,2.0,0.7484,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",플러스 협력사 중소 대구 코로나19 경북 휴대폰 대금 의료진 정산
4634,26.0,0.2986,"오픈뱅킹, 계좌, 보안, 오픈, 금융결제원, 조회, 이체, 데일리, 앱, 뱅킹",카드사 카드 규격 표준 독자 제정 신문 벨 로열티 유비
4635,0.0,0.5203,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",대출 금융위 재단 코로나19 지신보 점검 은행 사항 국장 서류
4636,0.0,0.3854,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",대출 은행 심사 자영업자 보증 코로나 피해 지신보 금융위 계획
4637,8.0,0.9425,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",포인트 연령 감소 모바일 응답자 상승 한국은행 뱅킹 비중 지갑
4638,8.0,0.8345,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 신용카드 체크 직불 신용 계좌 지갑 비중 응답 모바일
4639,11.0,0.2468,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",코로나19 지급결제 밀라노 의존 중앙은행 이탈리아 언론 현지 공감 진단
4640,8.0,0.7816,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 연령 체크 모바일 직불 응답자 신용카드 뱅킹 순 계좌
4641,5.0,0.3125,"코로나19, 배달, 코로나, 신종, 감염증, 코로나바이러스, 소비, 사태, 온라인, 앱",온라인 카드 코로나19 정기 소비 이벤트 액 쇼핑 신용 아시아
4642,0.0,0.4762,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",코로나19 금융위 대출 점검 소상공인 지신보 은행 사항 현장 부
4643,0.0,0.3202,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",대출 지신보 계획 심사 코로나19 점검 근무 센터 인력 은행
4644,0.0,0.5179,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",은행 점검 현장 심사 대출 금융위 보증 코로나19 등급 신용
4645,0.0,0.5119,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",점검 금융위 코로나19 현장 소상공인 프로그램 보증 은행 중소기업 마련
4646,22.0,0.4651,"과세, 소득, 세금, 국세청, 역외, 계좌, 스위프트, 플랫폼, 탈루, 탈세",과세 가상화폐 소득 법 썸 원천 빗 종합 자산 소득세법
4647,0.0,0.386,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",근무 계획 보완 인력 시행 비상 점검 분리 마련 코로나19
4648,5.0,0.327,"코로나19, 배달, 코로나, 신종, 감염증, 코로나바이러스, 소비, 사태, 온라인, 앱",카드 경북 소비 액 대구 작년 하락 코로나19 인천 경기
4649,2.0,0.522,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",조기 통신 소상공인 대금 코로나19 협력사 예정 장관 대리점 텔레콤
4650,33.0,0.4944,"네이버, 카카오페이, 카카오, 페이, 플랫폼, 인수, 진출, 네이버파이낸셜, 자회사, 계열사",렌탈 시너지 대신 코프 터스 인수 리드 시스 신주 사
4651,2.0,0.7573,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",플러스 협력사 코로나19 중소 보험 휴대폰 발행 동반성장 대금 보증
4652,24.0,0.3531,"국회, 법, 법안, 위원회, 머지포인트, 통과, 민주당, 위원장, 정무, 사태",인터넷 행법 대주주 개정안 뱅크 통과 케이 법 부결 은행
4653,8.0,0.9292,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 대비 결제금 신용 액 일평균 체크카드 실적 소매점 오프라인
4654,2.0,0.6265,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",플러스 코로나19 책 대구 마련 동반성장 협력사 긴급 로드 경북
4655,2.0,0.626,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",대금 중소 대리점 대구 협력사 경북 유동 플러스 전국 조기
4656,8.0,0.8702,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",대비 카드 일평균 금액 신용 체크카드 결제금 액 이체 계좌
4657,18.0,0.4556,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",중앙은행 발행 통화 화폐 디지털 중국 은행 기축 블록체인 제기
4658,24.0,0.3522,"국회, 법, 법안, 위원회, 머지포인트, 통과, 민주당, 위원장, 정무, 사태",케이 뱅크 국회 인터넷전문은행 행장 증자 반대 후보 차기 부결
4659,2.0,0.7543,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",플러스 협력사 중소 대금 대구 코로나19 휴대폰 경북 보험 의료진
4660,8.0,0.9657,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 체크카드 대비 실적 신용카드 신용 소액결제망 수표 이체 액
4661,0.0,0.2981,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",실명계좌 발급 시행령 특금법 암호화폐 가상자산 거래소 수리 신고 요건
4662,32.0,0.212,"제로페이, 소상공인, 후보, 서울시, 지방, 북한, 박, 공약, 공공, 부산",양극 코로나 일자리 연령 강원 제로페이 고용 강원도 디지털 감소
4663,19.0,0.2461,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",데이터 혁신 은영 권대영 핀테크 법 플랫폼 일자리 보험 어려움
4664,30.0,0.666,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",대비 영업 통신 부 감소 자산 사 당기순이익 금감원 측
4665,9.0,0.296,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",코로나19 센터 기증 누리집 신청 기부 재단 주제 봉사 부
4666,10.0,0.3806,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",밴사 감소 단말기 영업 자산 카드 집계 온라인 순익 가맹점
4667,30.0,0.6474,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",영업 단말기 자산 밴사 감소 온라인 쇼핑 자본 부채 금융감독원
4668,30.0,0.5267,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",밴사 영업 가맹점 금융감독원 재판매 감소 금지 단말기 수수료 잠정
4669,30.0,0.4971,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",영업 밴사 온라인 대비 수수료 금감원 방 자산 중개 유동
4670,30.0,0.4766,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",자산 대비 감소 밴사 영업 단말기 영업비 아시아 등록 유동
4671,5.0,0.3245,"코로나19, 배달, 코로나, 신종, 감염증, 코로나바이러스, 소비, 사태, 온라인, 앱",배달 튀 떡 가맹점 맛 최석원 떡볶이 본사 음식 개설
4672,30.0,0.5981,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",영업 대비 사 자산 감소 금감원 단말기 영업비 등록 이승현
4673,19.0,0.367,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",지출 카드 마스크 회원 현대 이미지 마케팅 소비 케어 가맹점
4674,9.0,0.421,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",공모전 금융결제원 상금 제보 클릭 법 코로나19 트 희망자 팩
4675,18.0,0.8395,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",스웨덴 크로나 프로젝트 발행 중앙은행 지급결제 신문 테스트 디지털 약화
4676,1.0,0.3793,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",이란 은행 수입 코로나19 통지 제재 문 키트 진단 인도
4677,18.0,0.5108,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",코로나19 화폐 디지털 중앙은행 공모 한은 보장 입법 추세 가속
4678,28.0,0.2822,"글로벌, 리플, 비자, 페이팔, 송금, 페이스북, 스타트업, 유럽, 플랫폼, 인수",구글 카드 페이 직불 계좌 테크 블 은행 로터 당좌
4679,18.0,0.6157,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",리브 통화 화폐 코인 발행 단일 디지털 협회 중앙은행 자산
